Transaction ID,Customer ID,Transaction Date,Transaction Time,Transaction Amount,Transaction Type,Payment Method,Merchant Category,Sender Location,Receiver Location,Account Age (Days),Customer Age,Transactions in Last 24 Hours,Average Customer Transaction Amount,Failed Transaction Attempts,Device Type,Device ID,IP Address,Is New Device,Is Unusual Location,Is International,Transaction Status,Is Fraud
TXN201369,CUST10485,2024-04-29,02:55:53,359.78,Online purchase,Net Banking,Groceries,Jaipur,Chennai,1670,20,5,730.21,0,Mobile,DEV532832,207.131.78.129,1,0,0,Success,0
TXN201370,CUST10997,2024-02-07,04:34:16,3180.65,Bank transfer,Card,Entertainment,Delhi,Ahmedabad,2849,51,3,3652.61,0,Tablet,DEV553873,108.225.190.193,0,0,0,Success,0
TXN201371,CUST10971,2024-01-29,05:29:27,11020.39,UPI transfer,Card,Dining,Lucknow,Lucknow,459,75,1,2802.13,0,Desktop,DEV223453,42.92.66.148,0,0,0,Success,0
TXN201372,CUST10994,2024-04-12,10:03:49,1150.38,Mobile-wallet payment,Card,Electronics,Mumbai,Delhi,1101,22,9,3447.38,0,Tablet,DEV838793,127.199.51.140,0,0,0,Success,0
TXN201373,CUST10151,2024-04-28,09:04:07,384.26,UPI transfer,ATM,Travel,Mumbai,Chennai,1042,19,2,1397.12,0,Desktop,DEV751517,129.224.222.129,0,0,0,Success,0
TXN201374,CUST10541,2024-05-12,10:05:36,11638.81,ATM withdrawal,ATM,Others,Kolkata,Kolkata,1690,28,1,3587.33,0,Mobile,DEV823821,89.217.26.210,0,1,0,Success,0
TXN201375,CUST10187,2024-01-24,05:51:42,2244.96,Mobile-wallet payment,Card,Entertainment,Chennai,London,1952,36,7,2654.21,0,Tablet,DEV293319,48.64.221.8,0,0,0,Success,0
TXN201376,CUST10053,2024-03-20,22:15:24,552.07,Online purchase,UPI,Dining,Hyderabad,Pune,2676,59,1,942.88,0,Tablet,DEV863587,187.165.224.130,0,1,0,Success,0
TXN201377,CUST10208,2024-02-11,02:16:29,3737.62,Online purchase,Net Banking,Electronics,Delhi,Jaipur,2502,38,5,1626.66,0,Tablet,DEV340044,155.234.246.13,0,0,0,Success,0
TXN201378,CUST10034,2024-01-04,07:38:26,2079.2,Credit-card payment,ATM,Electronics,Lucknow,Dubai,3477,37,9,3375.27,0,Tablet,DEV308573,26.151.211.120,0,0,0,Success,0
TXN201379,CUST10425,2024-01-12,03:49:17,9278.49,Online purchase,ATM,Fashion,Jaipur,Chennai,2067,62,5,2153.06,0,Tablet,DEV379676,251.193.254.14,0,0,0,Success,0
TXN201380,CUST10101,2024-05-28,23:35:36,3953.58,Credit-card payment,ATM,Others,Jaipur,Chennai,2116,59,4,2298.55,0,Tablet,DEV447235,31.20.53.246,0,0,0,Success,0
TXN201381,CUST10346,2024-05-15,06:01:51,1739.76,Online purchase,Digital Wallet,Groceries,Chennai,Bangalore,2561,69,8,2570.44,0,Tablet,DEV192410,223.215.114.134,0,0,0,Success,0
TXN201382,CUST10141,2024-04-29,21:47:58,9707.82,Mobile-wallet payment,Digital Wallet,Travel,Pune,Kolkata,928,49,8,1728.21,0,Mobile,DEV130434,142.177.132.29,0,0,0,Success,0
TXN201383,CUST10159,2024-02-03,07:23:01,3035.02,Online purchase,UPI,Dining,Mumbai,Pune,3291,25,8,4927.3,0,Tablet,DEV464069,51.125.87.215,0,0,0,Success,0
TXN201384,CUST10900,2024-04-17,20:22:35,7898.08,Mobile-wallet payment,Digital Wallet,Groceries,Delhi,Ahmedabad,2043,71,8,4362.06,0,Tablet,DEV339030,186.184.141.94,0,0,0,Success,0
TXN201385,CUST10888,2024-05-08,01:08:45,2907.1,UPI transfer,Net Banking,Entertainment,Chennai,Ahmedabad,2308,42,2,2288.1,0,Mobile,DEV998235,55.225.102.247,0,0,0,Success,0
TXN201386,CUST10401,2024-05-29,01:23:07,11091.22,Mobile-wallet payment,ATM,Dining,Pune,Singapore,598,71,6,3914.79,4,Desktop,DEV570392,171.121.6.100,0,0,0,Success,1
TXN201387,CUST10714,2024-02-06,03:15:23,16690.83,Credit-card payment,Digital Wallet,Electronics,Jaipur,Ahmedabad,1125,54,6,4785.79,2,Desktop,DEV812296,19.2.123.238,0,0,0,Success,1
TXN201388,CUST10265,2024-02-10,10:16:11,3379.44,Mobile-wallet payment,Net Banking,Electronics,Bangalore,Singapore,808,58,4,3294.01,0,Mobile,DEV758765,74.139.219.75,0,0,0,Success,0
TXN201389,CUST10025,2024-01-03,10:58:28,2484.91,UPI transfer,ATM,Electronics,Kolkata,Chennai,1784,55,8,4540.2,0,Mobile,DEV479580,38.26.95.234,0,0,0,Success,0
TXN201390,CUST10737,2024-04-03,20:01:36,782.79,Debit-card payment,Card,Dining,Chennai,Hyderabad,1852,61,2,541.79,0,Tablet,DEV956800,221.85.60.80,0,0,0,Success,0
TXN201391,CUST10004,2024-03-24,00:37:18,1866.03,Mobile-wallet payment,Digital Wallet,Entertainment,Jaipur,Kolkata,2099,32,7,3209.08,0,Mobile,DEV308496,126.130.210.207,0,0,0,Success,0
TXN201392,CUST10877,2024-02-01,11:39:10,67859.31,Debit-card payment,Net Banking,Others,Delhi,London,2882,66,8,3503.61,0,Mobile,DEV800596,36.140.198.20,0,0,0,Success,1
TXN201393,CUST10577,2024-05-07,18:26:52,1938.81,UPI transfer,Card,Health,Jaipur,Kolkata,1260,44,3,1738.19,0,Tablet,DEV720407,12.196.172.208,0,0,0,Success,0
TXN201394,CUST10233,2024-04-08,00:41:12,3729.19,Bank transfer,Card,Entertainment,Pune,London,2405,55,3,4995.06,0,Desktop,DEV255813,198.72.109.198,0,0,0,Success,0
TXN201395,CUST10038,2024-04-01,02:21:14,5159.72,Debit-card payment,Digital Wallet,Groceries,Delhi,Mumbai,1016,21,8,4451.04,0,Desktop,DEV189814,32.93.99.207,0,0,0,Success,0
TXN201396,CUST10545,2024-06-13,08:22:10,1011.45,Debit-card payment,Digital Wallet,Travel,Chennai,Ahmedabad,2905,44,2,2971.56,0,Tablet,DEV894139,5.199.48.228,0,1,0,Success,0
TXN201397,CUST10861,2024-03-18,18:19:22,383.3,Mobile-wallet payment,Card,Services,Bangalore,Kolkata,458,34,9,833.9,0,Mobile,DEV689952,86.67.198.193,1,0,0,Success,0
TXN201398,CUST10413,2024-02-07,16:24:56,4288.33,Bank transfer,UPI,Others,Mumbai,Mumbai,1559,42,7,1641.43,0,Desktop,DEV474440,65.35.3.115,0,0,0,Success,0
TXN201399,CUST10700,2024-02-22,05:14:10,2413.17,Debit-card payment,Digital Wallet,Travel,Hyderabad,Hyderabad,156,54,3,4081.46,0,Desktop,DEV406278,122.107.178.36,0,0,0,Success,0
TXN201400,CUST10224,2024-05-15,15:42:03,1289.15,Online purchase,UPI,Services,Jaipur,Kolkata,1302,28,9,2978.78,0,Tablet,DEV527809,8.205.68.133,0,0,0,Success,0
TXN201401,CUST10403,2024-05-31,08:30:38,1801.73,Bank transfer,Digital Wallet,Health,Lucknow,Dubai,3450,31,10,1172.84,0,Mobile,DEV653408,89.202.7.176,0,0,0,Success,0
TXN201402,CUST10791,2024-02-07,17:16:02,12713.81,Bank transfer,UPI,Dining,Kolkata,Chennai,2200,31,6,4924.02,2,Desktop,DEV615929,110.244.66.199,0,0,0,Success,0
TXN201403,CUST10060,2024-05-01,18:12:41,4096.39,ATM withdrawal,ATM,Services,Mumbai,Chennai,3571,31,4,2304.68,0,Desktop,DEV272634,218.20.151.181,0,0,0,Success,0
TXN201404,CUST10852,2024-05-14,09:27:15,9947.69,Bank transfer,Net Banking,Services,Delhi,Kolkata,2635,28,3,4483.94,0,Mobile,DEV961574,117.187.53.47,0,0,0,Success,0
TXN201405,CUST10180,2024-06-13,05:21:37,2608.52,Debit-card payment,Digital Wallet,Electronics,Bangalore,Singapore,2224,65,8,4778.95,0,Desktop,DEV300845,167.228.126.110,0,0,0,Success,0
TXN201406,CUST10110,2024-04-18,05:59:05,749.57,UPI transfer,Card,Fashion,Kolkata,Jaipur,2761,37,4,2337.77,0,Desktop,DEV831076,69.215.142.104,0,0,0,Success,0
TXN201407,CUST10034,2024-04-05,06:23:52,11218.26,UPI transfer,ATM,Groceries,Lucknow,Singapore,3477,37,10,3375.27,0,Mobile,DEV308573,8.231.47.192,0,0,0,Success,0
TXN201408,CUST10015,2024-01-25,09:41:23,2595.99,Bank transfer,ATM,Entertainment,Chennai,Delhi,1887,35,1,3360.58,0,Tablet,DEV270555,7.223.19.116,0,0,0,Success,0
TXN201409,CUST10944,2024-02-25,02:55:36,608.14,Debit-card payment,Net Banking,Services,Bangalore,Mumbai,1722,37,4,743.28,0,Tablet,DEV244037,3.241.9.75,0,0,0,Success,0
TXN201410,CUST10190,2024-04-15,16:42:20,2144.97,Bank transfer,Card,Entertainment,Bangalore,Hyderabad,2841,58,4,741.24,0,Desktop,DEV950544,41.145.72.201,0,0,0,Success,0
TXN201411,CUST10938,2024-05-22,00:11:38,5375.73,ATM withdrawal,Net Banking,Groceries,Hyderabad,Dubai,1404,75,10,3444.96,0,Desktop,DEV472541,16.41.226.90,0,0,0,Success,0
TXN201412,CUST10564,2024-03-24,03:57:30,1545.31,Online purchase,UPI,Travel,Hyderabad,Hyderabad,2196,43,2,1073.06,0,Tablet,DEV975373,41.254.195.127,0,0,0,Success,0
TXN201413,CUST10164,2024-05-26,04:17:29,16095.98,Mobile-wallet payment,ATM,Travel,Ahmedabad,Mumbai,3035,29,7,2847.86,0,Tablet,DEV745830,210.110.16.33,0,0,0,Success,1
TXN201414,CUST10171,2024-05-21,23:27:58,1902.02,Credit-card payment,Card,Travel,Ahmedabad,Ahmedabad,3635,35,9,3182.7,0,Tablet,DEV682789,151.96.6.116,0,0,0,Success,0
TXN201415,CUST10880,2024-05-19,15:49:56,9245.24,Credit-card payment,Digital Wallet,Dining,Pune,Chennai,2844,52,2,4401.02,0,Mobile,DEV700534,44.12.140.3,0,0,0,Success,0
TXN201416,CUST10579,2024-02-13,21:39:50,5102.82,UPI transfer,Net Banking,Fashion,Kolkata,Chennai,222,49,9,4875.31,3,Desktop,DEV923975,226.209.61.159,0,0,0,Success,1
TXN201417,CUST10198,2024-03-04,07:30:38,4465.63,Bank transfer,Digital Wallet,Fashion,Pune,Delhi,1875,44,1,3602.17,0,Desktop,DEV948914,232.167.207.85,1,0,0,Success,0
TXN201418,CUST10117,2024-06-07,08:14:14,9576.83,Credit-card payment,Card,Health,Lucknow,New York,1192,23,9,2819.53,0,Mobile,DEV451470,219.104.149.130,0,0,0,Success,1
TXN201419,CUST10774,2024-03-03,07:01:03,2474.02,Bank transfer,Card,Travel,Delhi,Bangalore,674,41,9,1648.02,0,Mobile,DEV701790,2.208.138.7,0,0,0,Success,0
TXN201420,CUST10661,2024-02-29,04:27:29,3378.67,Bank transfer,Card,Entertainment,Lucknow,Mumbai,3262,45,10,2196.46,0,Desktop,DEV726979,193.154.101.81,0,1,0,Success,0
TXN201421,CUST10616,2024-06-06,04:52:30,7175.62,UPI transfer,Digital Wallet,Fashion,Hyderabad,Pune,1910,43,3,3042.51,0,Mobile,DEV414546,124.118.80.151,0,0,0,Success,0
TXN201422,CUST10068,2024-01-04,13:58:42,1730.32,Bank transfer,UPI,Entertainment,Lucknow,Lucknow,993,73,3,2316.99,0,Desktop,DEV358175,88.160.253.204,0,0,0,Success,0
TXN201423,CUST10186,2024-04-11,16:15:02,1384.3,UPI transfer,Net Banking,Electronics,Mumbai,Hyderabad,3113,73,6,2708.95,0,Mobile,DEV701949,242.109.219.244,0,0,0,Success,0
TXN201424,CUST10155,2024-06-19,18:31:15,2098.71,Online purchase,ATM,Entertainment,Delhi,Bangalore,700,70,1,4841.24,0,Tablet,DEV706794,109.31.115.208,0,0,0,Success,0
TXN201425,CUST10005,2024-05-26,21:35:37,758.26,Bank transfer,UPI,Entertainment,Kolkata,Bangalore,2691,63,4,3655.96,0,Mobile,DEV331148,43.181.28.17,0,0,0,Success,0
TXN201426,CUST10881,2024-03-25,12:54:41,13693.87,UPI transfer,Card,Electronics,Delhi,London,995,74,1,2643.18,0,Mobile,DEV513982,149.164.27.77,0,0,0,Success,1
TXN201427,CUST10473,2024-06-12,05:05:05,1252.51,Credit-card payment,ATM,Fashion,Chennai,London,2139,41,5,3027.43,0,Mobile,DEV353480,40.249.24.129,0,0,0,Success,0
TXN201428,CUST10644,2024-06-21,11:41:58,3002.53,Online purchase,UPI,Electronics,Bangalore,London,724,51,7,3583.92,0,Mobile,DEV245584,78.198.139.124,0,0,0,Success,0
TXN201429,CUST10505,2024-06-11,13:54:56,3720.17,Mobile-wallet payment,UPI,Travel,Mumbai,Hyderabad,2534,67,6,4642.34,0,Tablet,DEV840058,151.253.143.111,0,0,0,Success,0
TXN201430,CUST10894,2024-06-07,02:04:52,2159.41,Bank transfer,Card,Services,Pune,New York,1713,74,9,1688.61,0,Desktop,DEV699809,71.15.227.134,0,0,0,Success,0
TXN201431,CUST10805,2024-04-01,19:11:53,8363.01,ATM withdrawal,Net Banking,Others,Bangalore,Dubai,3453,31,3,4354.58,0,Desktop,DEV195643,182.204.123.35,0,0,0,Success,0
TXN201432,CUST10019,2024-05-10,09:41:21,5983.95,Debit-card payment,ATM,Fashion,Chennai,Dubai,2848,58,6,3006.27,0,Desktop,DEV983794,237.56.221.200,0,0,0,Success,0
TXN201433,CUST10755,2024-04-05,02:55:05,2681.59,Mobile-wallet payment,UPI,Dining,Kolkata,Bangalore,3555,42,7,4275.38,0,Desktop,DEV483162,3.194.28.137,0,0,0,Success,0
TXN201434,CUST10173,2024-03-17,16:16:58,2360.88,Bank transfer,UPI,Dining,Hyderabad,Dubai,1694,64,3,2698.6,0,Mobile,DEV824156,166.4.24.218,0,0,0,Success,0
TXN201435,CUST10252,2024-03-11,03:10:28,1585.78,Credit-card payment,UPI,Fashion,Delhi,Dubai,767,68,1,1264.93,0,Tablet,DEV836274,107.101.44.213,1,0,0,Success,0
TXN201436,CUST10138,2024-04-14,14:30:32,2533.03,UPI transfer,Card,Health,Pune,Mumbai,3165,74,5,3090.61,0,Desktop,DEV106182,111.50.48.18,0,0,0,Success,0
TXN201437,CUST10663,2024-01-11,00:40:59,2407.47,Online purchase,Net Banking,Electronics,Dubai,Delhi,2256,44,3,665.44,0,Mobile,DEV835716,95.196.52.138,0,1,1,Success,0
TXN201438,CUST10165,2024-03-17,16:52:55,5903.47,UPI transfer,Digital Wallet,Travel,Pune,Mumbai,2234,69,8,3985.89,0,Desktop,DEV556732,248.6.239.136,0,0,0,Success,0
TXN201439,CUST10675,2024-01-10,11:39:51,4449.66,Debit-card payment,Card,Dining,Pune,New York,429,48,5,2471.75,0,Mobile,DEV434400,122.250.112.223,0,0,0,Success,0
TXN201440,CUST10224,2024-05-14,12:53:17,5062.28,UPI transfer,Digital Wallet,Health,Jaipur,Bangalore,1302,28,4,2978.78,0,Desktop,DEV527809,24.114.212.109,0,0,0,Success,0
TXN201441,CUST10690,2024-01-29,07:29:06,2819.61,Mobile-wallet payment,Net Banking,Dining,Delhi,New York,2782,23,5,1102.76,0,Tablet,DEV350161,67.73.183.24,0,0,0,Success,0
TXN201442,CUST10141,2024-02-21,03:36:34,1997.51,Debit-card payment,Card,Entertainment,Pune,Ahmedabad,928,49,7,1728.21,0,Tablet,DEV130434,51.118.46.119,0,0,0,Success,0
TXN201443,CUST10536,2024-04-02,17:21:10,1742.55,Debit-card payment,Digital Wallet,Dining,Pune,Hyderabad,786,24,7,4917.58,3,Tablet,DEV439320,75.47.160.250,0,0,0,Success,0
TXN201444,CUST10879,2024-03-28,03:38:38,5897.57,ATM withdrawal,UPI,Services,Delhi,Singapore,279,53,3,4283.59,0,Tablet,DEV538967,158.145.49.45,0,1,0,Success,0
TXN201445,CUST10043,2024-02-13,10:27:01,2956.41,ATM withdrawal,Net Banking,Services,Chennai,Dubai,1664,37,6,4978.17,0,Desktop,DEV559381,44.57.69.89,0,0,0,Success,0
TXN201446,CUST10816,2024-02-20,18:14:24,1492.1,Mobile-wallet payment,ATM,Entertainment,Mumbai,Dubai,2997,70,4,2277.49,0,Mobile,DEV501320,92.224.76.198,0,0,0,Success,0
TXN201447,CUST10388,2024-02-05,15:13:10,5678.63,ATM withdrawal,UPI,Groceries,Lucknow,Pune,1536,30,1,3552.38,0,Tablet,DEV561999,112.188.181.69,0,0,0,Success,0
TXN201448,CUST10981,2024-01-01,21:41:09,5711.59,Credit-card payment,Net Banking,Others,Chennai,New York,1220,72,5,2120.97,0,Desktop,DEV546688,190.242.69.45,0,0,0,Success,0
TXN201449,CUST10241,2024-03-23,21:28:48,578.83,ATM withdrawal,Digital Wallet,Groceries,Bangalore,Hyderabad,1901,51,7,569.06,0,Mobile,DEV529893,68.173.110.13,0,0,0,Success,0
TXN201450,CUST10755,2024-01-25,10:41:22,5473.62,Bank transfer,ATM,Others,Kolkata,Jaipur,3555,42,9,4275.38,0,Mobile,DEV483162,118.14.102.187,0,0,0,Success,0
TXN201451,CUST10864,2024-06-15,12:47:39,12618.46,Debit-card payment,Card,Dining,Kolkata,Bangalore,705,59,2,3232.93,0,Desktop,DEV264735,194.60.104.142,0,0,0,Success,0
TXN201452,CUST10377,2024-06-17,10:48:39,2916.22,Online purchase,Digital Wallet,Others,Chennai,Jaipur,2776,59,3,2405.33,0,Tablet,DEV119116,9.241.16.39,0,0,0,Success,0
TXN201453,CUST10591,2024-01-29,00:24:13,40060.83,Mobile-wallet payment,UPI,Entertainment,Pune,London,3089,25,7,4998.07,3,Tablet,DEV354377,99.6.75.250,0,0,0,Success,1
TXN201454,CUST10455,2024-03-09,15:28:00,6651.12,ATM withdrawal,UPI,Travel,Jaipur,Kolkata,3626,26,2,4230.74,0,Desktop,DEV770872,171.55.6.210,0,0,0,Success,0
TXN201455,CUST10562,2024-02-04,06:39:50,1182.97,Online purchase,Net Banking,Dining,Jaipur,Singapore,2826,23,9,4838.65,0,Tablet,DEV239449,165.72.199.21,0,0,0,Success,0
TXN201456,CUST10463,2024-05-10,23:33:29,6047.64,ATM withdrawal,ATM,Health,Lucknow,Dubai,2728,28,4,3310.16,0,Tablet,DEV454019,207.212.12.100,0,0,0,Success,0
TXN201457,CUST10587,2024-04-16,07:26:24,4790.6,Credit-card payment,Net Banking,Others,Lucknow,Singapore,1574,35,6,3531.52,0,Desktop,DEV141468,253.103.7.190,0,0,0,Success,0
TXN201458,CUST10869,2024-01-06,23:11:06,1451.24,Credit-card payment,UPI,Fashion,Delhi,Delhi,1507,21,2,517.17,0,Mobile,DEV408857,68.166.220.144,0,0,0,Success,0
TXN201459,CUST10559,2024-04-12,16:07:16,2244.56,UPI transfer,ATM,Dining,Bangalore,Singapore,1704,36,1,1309.92,0,Mobile,DEV903028,103.196.42.148,0,0,0,Success,0
TXN201460,CUST10486,2024-02-19,21:07:30,1610.11,ATM withdrawal,Net Banking,Others,Kolkata,Delhi,2296,41,9,1798.71,0,Tablet,DEV628750,209.138.239.41,0,0,0,Success,0
TXN201461,CUST10158,2024-04-17,11:45:17,697.39,Mobile-wallet payment,Net Banking,Travel,Lucknow,Pune,3194,62,5,1857.12,0,Mobile,DEV944657,137.109.211.213,0,0,0,Success,0
TXN201462,CUST10176,2024-04-13,21:23:00,2950.75,Credit-card payment,Net Banking,Groceries,Chennai,London,1284,33,4,3487.82,0,Tablet,DEV596249,245.171.61.249,0,0,0,Success,0
TXN201463,CUST10981,2024-03-24,11:00:47,1074.07,Online purchase,UPI,Groceries,Chennai,Chennai,1220,72,10,2120.97,0,Tablet,DEV546688,251.108.116.7,0,0,0,Success,0
TXN201464,CUST10184,2024-01-17,22:27:42,1824.92,Credit-card payment,UPI,Services,Ahmedabad,Chennai,2930,18,9,2903.61,0,Tablet,DEV147726,136.42.246.70,0,0,0,Success,0
TXN201465,CUST10761,2024-03-12,23:58:55,2800.17,Mobile-wallet payment,Net Banking,Groceries,Ahmedabad,Dubai,655,57,2,1748.6,0,Tablet,DEV182860,211.190.20.120,0,0,0,Success,0
TXN201466,CUST10425,2024-04-30,18:16:37,8189.18,Mobile-wallet payment,Digital Wallet,Dining,Jaipur,New York,2067,62,10,2153.06,0,Mobile,DEV379676,174.30.88.227,0,0,0,Success,0
TXN201467,CUST10777,2024-01-14,03:44:54,3048.89,Debit-card payment,Card,Fashion,Bangalore,New York,1520,48,2,2223.41,0,Desktop,DEV287654,1.52.241.115,0,0,0,Success,0
TXN201468,CUST10488,2024-01-14,21:48:42,414.5,Bank transfer,ATM,Entertainment,Mumbai,Hyderabad,516,57,2,1078.99,0,Tablet,DEV759663,9.133.164.230,1,1,0,Success,1
TXN201469,CUST10616,2024-04-16,20:02:04,4342.13,Bank transfer,Card,Entertainment,Hyderabad,Chennai,1910,43,9,3042.51,0,Mobile,DEV414546,170.218.5.118,0,0,0,Success,0
TXN201470,CUST10676,2024-05-28,12:20:17,1826.06,ATM withdrawal,Net Banking,Services,Delhi,Delhi,1259,22,10,701.07,0,Tablet,DEV123682,1.109.240.152,0,0,0,Success,0
TXN201471,CUST10906,2024-04-08,04:00:41,1707.16,Bank transfer,ATM,Dining,Bangalore,Mumbai,2936,37,8,2780.58,0,Tablet,DEV918430,35.216.5.62,0,0,0,Success,0
TXN201472,CUST10059,2024-06-11,06:22:47,1121.48,Debit-card payment,Net Banking,Entertainment,Pune,Hyderabad,998,72,6,1248.4,0,Tablet,DEV604740,98.162.167.48,0,0,0,Success,0
TXN201473,CUST10535,2024-06-23,17:38:31,1999.02,UPI transfer,Digital Wallet,Fashion,London,Ahmedabad,2140,45,4,1975.67,0,Tablet,DEV801765,37.77.42.169,0,1,1,Success,0
TXN201474,CUST10418,2024-06-01,00:40:33,590.72,ATM withdrawal,Digital Wallet,Fashion,Pune,Pune,3353,29,7,1106.84,0,Mobile,DEV138780,47.142.233.69,0,0,0,Success,0
TXN201475,CUST10843,2024-06-29,02:08:26,6825.17,Bank transfer,UPI,Dining,Pune,Pune,1819,64,5,4063.29,0,Desktop,DEV890851,63.97.82.35,1,0,0,Success,0
TXN201476,CUST10044,2024-03-31,12:55:12,2298.2,Bank transfer,ATM,Entertainment,Hyderabad,Delhi,2149,75,1,2531.69,0,Desktop,DEV335612,203.95.200.242,0,0,0,Success,0
TXN201477,CUST10995,2024-03-03,14:34:02,4002.96,Mobile-wallet payment,Card,Others,Lucknow,Delhi,2806,73,5,2861.68,0,Tablet,DEV858931,146.116.128.64,0,0,0,Success,0
TXN201478,CUST10962,2024-04-12,14:58:05,1550.47,Bank transfer,Net Banking,Fashion,Bangalore,Mumbai,119,64,5,3153.62,0,Desktop,DEV229144,155.199.160.249,0,0,0,Success,0
TXN201479,CUST10600,2024-01-19,04:42:33,1556.9,Credit-card payment,UPI,Entertainment,Hyderabad,Pune,972,39,5,2209.28,0,Tablet,DEV623555,232.45.35.192,0,0,0,Success,0
TXN201480,CUST10191,2024-06-03,19:05:38,1574.33,Debit-card payment,Net Banking,Fashion,Hyderabad,Lucknow,1274,54,10,883.31,0,Mobile,DEV224205,99.107.102.19,0,0,0,Success,0
TXN201481,CUST10598,2024-04-14,06:26:29,425.22,Bank transfer,Card,Dining,Jaipur,Lucknow,627,65,10,572.99,0,Tablet,DEV712401,169.211.40.151,0,0,0,Success,0
TXN201482,CUST10811,2024-05-20,09:01:39,9167.07,Bank transfer,Card,Others,Delhi,Singapore,3403,30,3,2302.62,0,Tablet,DEV710610,132.119.182.127,0,0,0,Success,0
TXN201483,CUST10382,2024-04-21,00:26:59,3227.78,Credit-card payment,Digital Wallet,Travel,Lucknow,Bangalore,1409,60,4,4443.77,0,Desktop,DEV946703,230.156.209.64,1,0,0,Success,0
TXN201484,CUST10618,2024-05-15,06:54:11,2629.94,Mobile-wallet payment,UPI,Electronics,Pune,Bangalore,1583,43,8,2197.26,0,Mobile,DEV158840,2.230.18.75,0,0,0,Success,0
TXN201485,CUST10953,2024-04-12,05:20:40,9518.74,Mobile-wallet payment,UPI,Electronics,Jaipur,Ahmedabad,87,41,10,4514.03,5,Tablet,DEV299834,59.219.9.223,0,0,0,Success,1
TXN201486,CUST10330,2024-02-08,23:08:25,696.17,Mobile-wallet payment,UPI,Services,Chennai,Lucknow,674,39,3,2165.24,0,Desktop,DEV914571,165.84.214.172,0,0,0,Success,0
TXN201487,CUST10761,2024-06-19,04:55:51,427.49,Credit-card payment,Digital Wallet,Health,Ahmedabad,London,655,57,1,1748.6,0,Mobile,DEV182860,133.47.60.87,0,0,0,Success,0
TXN201488,CUST10584,2024-05-04,15:31:58,663.3,Debit-card payment,UPI,Electronics,Ahmedabad,Ahmedabad,579,51,9,2247.89,0,Tablet,DEV313214,103.33.235.241,0,0,0,Success,0
TXN201489,CUST10944,2024-01-09,23:37:50,2040.88,Mobile-wallet payment,Card,Dining,Bangalore,Mumbai,1722,37,7,743.28,4,Tablet,DEV244037,94.63.161.240,0,0,0,Success,1
TXN201490,CUST10157,2024-06-15,23:22:22,541.46,Mobile-wallet payment,Card,Groceries,Hyderabad,Dubai,842,63,2,841.98,0,Desktop,DEV206851,66.31.182.42,0,0,0,Success,0
TXN201491,CUST10673,2024-02-19,17:33:17,8805.94,Online purchase,UPI,Health,Ahmedabad,Delhi,3020,71,6,1137.54,0,Desktop,DEV620304,127.51.165.44,1,0,0,Success,1
TXN201492,CUST10781,2024-06-18,06:31:46,832.25,UPI transfer,Net Banking,Health,Jaipur,London,245,61,4,1307.05,0,Tablet,DEV148159,185.19.152.51,0,0,0,Success,0
TXN201493,CUST10216,2024-04-27,01:28:04,4823.06,Bank transfer,Card,Fashion,Jaipur,Singapore,1670,60,5,4161.05,0,Desktop,DEV138479,217.115.74.141,0,0,0,Success,0
TXN201494,CUST10506,2024-04-20,00:56:04,4920.87,Debit-card payment,UPI,Dining,Chennai,Dubai,2154,26,8,1433.04,0,Mobile,DEV794395,237.248.227.2,0,0,0,Success,0
TXN201495,CUST10424,2024-03-23,02:46:29,10082.21,Mobile-wallet payment,UPI,Electronics,Bangalore,New York,1613,46,4,2025.66,0,Tablet,DEV821484,219.200.250.92,1,0,0,Success,0
TXN201496,CUST10171,2024-05-17,21:35:37,16559.04,Credit-card payment,Digital Wallet,Entertainment,Ahmedabad,Hyderabad,3635,35,9,3182.7,0,Mobile,DEV682789,155.209.19.143,0,0,0,Success,1
TXN201497,CUST10828,2024-01-25,11:41:08,4247.15,Mobile-wallet payment,ATM,Entertainment,Hyderabad,Dubai,440,28,7,1615.36,0,Tablet,DEV379473,94.64.155.171,0,0,0,Success,0
TXN201498,CUST10049,2024-06-14,17:54:33,190491.16,Mobile-wallet payment,ATM,Groceries,Mumbai,Lucknow,2992,26,9,4709.81,0,Mobile,DEV704201,184.80.82.229,0,1,0,Success,1
TXN201499,CUST10808,2024-05-19,05:26:49,123916.5,Bank transfer,Digital Wallet,Others,Hyderabad,Lucknow,3530,43,9,2534.91,3,Mobile,DEV361989,197.241.190.188,0,1,0,Success,1
TXN201500,CUST10676,2024-04-23,19:26:55,1306.75,ATM withdrawal,Digital Wallet,Fashion,Delhi,Bangalore,1259,22,7,701.07,0,Desktop,DEV123682,24.249.231.98,0,0,0,Success,0
TXN201501,CUST10727,2024-06-02,07:31:25,2604.18,Mobile-wallet payment,Net Banking,Travel,Mumbai,Kolkata,2017,72,5,4047.37,0,Mobile,DEV148174,239.49.155.253,0,0,0,Success,0
TXN201502,CUST10871,2024-01-06,18:19:07,743.8,ATM withdrawal,Digital Wallet,Dining,Ahmedabad,Jaipur,135,24,1,1431.29,2,Tablet,DEV185916,143.124.255.249,0,0,0,Success,0
TXN201503,CUST10733,2024-01-31,21:49:35,1241.51,Online purchase,UPI,Electronics,Kolkata,London,2687,75,2,1244.86,0,Tablet,DEV755993,227.251.73.222,0,0,0,Success,0
